pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
35,11,87,4,0,
35,11,91,4,0,
35,11,92,4,0,
35,11,94,4,0,
35,11,104,4,0,
35,11,107,1,19,
35,11,111,1,13,
35,11,113,1,46,
35,11,113,4,0,
35,11,115,4,0,
35,11,118,1,34,
35,11,126,4,0,
35,11,138,4,0,
35,11,148,4,0,
35,11,156,4,0,
35,11,164,4,0,
35,11,182,4,0,
35,11,207,4,0,
35,11,213,4,0,
35,11,216,4,0,
35,11,218,4,0,
35,11,219,4,0,
35,11,227,1,4,
35,11,236,1,40,
35,11,237,4,0,
35,11,240,4,0,
35,11,241,4,0,
35,11,244,4,0,
35,11,247,4,0,
35,11,249,4,0,
35,11,263,4,0,
35,11,266,1,16,
35,11,280,4,0,
35,11,309,1,55,
35,11,322,1,28,
35,11,347,4,0,
35,11,356,1,37,
35,11,358,1,22,
35,11,361,1,49,
35,11,374,4,0,
35,11,381,1,31,
35,11,447,4,0,
35,11,451,4,0,
35,11,473,4,0,
35,11,477,4,0,
35,11,495,1,52,
35,11,496,4,0,
35,11,497,4,0,
35,11,500,1,43,
35,11,510,4,0,
35,11,514,4,0,
35,11,516,1,25,
35,11,526,4,0,
35,12,1,1,1,1
35,12,3,1,13,
35,12,45,1,1,2
35,12,47,1,9,
35,12,53,4,0,
35,12,58,4,0,
35,12,59,4,0,
35,12,70,4,0,
35,12,76,4,0,
35,12,85,4,0,
35,12,87,4,0,
35,12,91,4,0,
35,12,92,4,0,
35,12,94,4,0,
35,12,104,4,0,
35,12,107,1,21,
35,12,111,1,25,
35,12,113,1,41,
35,12,113,4,0,
35,12,115,4,0,
35,12,118,1,29,
35,12,126,4,0,
35,12,148,4,0,
35,12,156,4,0,
35,12,182,4,0,
35,12,213,4,0,
35,12,216,4,0,
35,12,218,4,0,
35,12,219,4,0,
35,12,227,1,5,
35,12,231,4,0,
35,12,236,1,37,
35,12,237,4,0,
35,12,240,4,0,
35,12,241,4,0,
35,12,247,4,0,
35,12,263,4,0,
35,12,264,4,0,
35,12,266,1,17,
35,12,280,4,0,
35,12,289,4,0,
35,12,290,4,0,
35,12,309,1,45,
35,12,322,1,33,
35,12,347,4,0,
35,12,351,4,0,
35,12,352,4,0,
35,13,1,1,1,1
35,13,3,1,13,
35,13,34,3,0,
35,13,38,3,0,
35,13,45,1,1,2
35,13,47,1,9,
35,13,53,4,0,
35,13,58,4,0,
35,13,59,4,0,
35,13,69,3,0,
35,13,70,4,0,
35,13,76,4,0,
35,13,85,4,0,
35,13,86,3,0,
35,13,87,4,0,
35,13,91,4,0,
35,13,92,4,0,
35,13,94,4,0,
35,13,102,3,0,
35,13,104,4,0,
35,13,107,1,21,
35,13,111,1,25,
35,13,113,1,41,
35,13,113,4,0,
35,13,115,4,0,
35,13,118,1,29,
35,13,126,4,0,
35,13,138,3,0,
35,13,148,4,0,
35,13,156,4,0,
35,13,164,3,0,
35,13,171,3,0,
35,13,182,4,0,
35,13,207,3,0,
35,13,213,4,0,
35,13,216,4,0,
35,13,218,4,0,
35,13,219,4,0,
35,13,227,1,5,
35,13,231,4,0,
35,13,236,1,37,
35,13,237,4,0,
35,13,240,4,0,
35,13,241,4,0,
35,13,247,4,0,
35,13,263,4,0,
35,13,264,4,0,
35,13,266,1,17,
35,13,280,4,0,
35,13,289,4,0,
35,13,290,4,0,
35,13,309,1,45,
35,13,322,1,33,
35,13,347,4,0,
35,13,351,4,0,
35,13,352,4,0,
35,14,1,1,1,1
35,14,3,1,10,
35,14,7,3,0,
35,14,8,3,0,
35,14,9,3,0,
35,14,34,1,40,
35,14,45,1,1,2
35,14,47,1,7,
35,14,53,4,0,
35,14,58,4,0,
35,14,59,4,0,
35,14,70,4,0,
35,14,76,4,0,
35,14,85,4,0,
35,14,86,4,0,
35,14,87,4,0,
35,14,91,4,0,
35,14,92,4,0,
35,14,94,4,0,
35,14,104,4,0,
35,14,107,1,25,
35,14,111,1,13,
35,14,113,1,46,
35,14,113,4,0,
35,14,115,4,0,
35,14,118,1,31,
35,14,126,4,0,
35,14,138,4,0,
35,14,148,4,0,
35,14,156,4,0,
35,14,164,4,0,
35,14,173,3,0,
35,14,182,4,0,
35,14,196,3,0,
35,14,207,4,0,
35,14,213,4,0,
35,14,214,3,0,
35,14,215,3,0,
35,14,216,4,0,
35,14,218,4,0,
35,14,219,4,0,
35,14,227,1,4,
35,14,231,3,0,
35,14,236,1,43,
35,14,237,4,0,
35,14,240,4,0,
35,14,241,4,0,
35,14,244,4,0,
35,14,247,4,0,
35,14,249,4,0,
35,14,263,4,0,
35,14,266,1,16,
35,14,270,3,0,
35,14,271,3,0,
35,14,272,3,0,
35,14,277,3,0,
35,14,278,3,0,
35,14,280,4,0,
35,14,282,3,0,
35,14,283,3,0,
35,14,289,3,0,
35,14,304,3,0,
35,14,309,1,52,
35,14,322,1,34,
35,14,324,3,0,
35,14,340,3,0,
35,14,343,3,0,
35,14,347,4,0,
35,14,356,1,49,
35,14,356,3,0,
35,14,358,1,22,
35,14,361,1,55,
35,14,374,4,0,
35,14,381,1,37,
35,14,387,3,0,
35,14,409,3,0,
35,14,428,3,0,
35,14,446,3,0,
35,14,447,4,0,
35,14,451,4,0,
35,14,472,3,0,
35,14,473,4,0,
35,14,477,4,0,
35,14,495,1,58,
35,14,495,3,0,
35,14,496,4,0,
35,14,497,4,0,
35,14,500,1,28,
35,14,510,4,0,
35,14,514,4,0,
35,14,516,1,19,
35,14,526,4,0,
35,15,1,1,1,4
35,15,3,1,10,
35,15,34,1,40,
35,15,45,1,1,5
35,15,47,1,7,
35,15,53,4,0,
35,15,58,4,0,
35,15,59,4,0,
35,15,70,4,0,
35,15,76,4,0,
35,15,85,4,0,
35,15,86,4,0,
35,15,87,4,0,
35,15,91,4,0,
35,15,92,4,0,
35,15,94,4,0,
35,15,104,4,0,
35,15,107,1,25,
35,15,111,1,13,
35,15,113,4,0,
35,15,115,4,0,
35,15,118,1,31,
35,15,126,4,0,
35,15,138,4,0,
35,15,148,4,0,
35,15,156,4,0,
35,15,164,4,0,
35,15,182,4,0,
35,15,207,4,0,
35,15,213,4,0,
35,15,214,4,0,
35,15,216,4,0,
35,15,218,4,0,
35,15,219,4,0,
35,15,227,1,1,6
35,15,236,1,43,
35,15,237,4,0,
35,15,240,4,0,
35,15,241,4,0,
35,15,244,4,0,
35,15,247,4,0,
35,15,249,4,0,
35,15,263,4,0,
35,15,266,1,16,
35,15,280,4,0,
35,15,309,1,50,
35,15,322,1,34,
35,15,347,4,0,
35,15,356,1,49,
35,15,358,1,22,
35,15,361,1,1,2
35,15,361,1,55,
35,15,374,4,0,
35,15,381,1,37,
35,15,447,4,0,
35,15,451,4,0,
35,15,473,4,0,
35,15,495,1,1,1
35,15,495,1,58,
35,15,496,4,0,
35,15,497,4,0,
35,15,500,1,28,
35,15,510,4,0,
35,15,514,4,0,
35,15,516,1,19,
35,15,574,1,1,3
35,15,585,1,46,
35,15,590,4,0,
35,15,605,4,0,
35,15,612,4,0,
35,16,1,1,1,4
35,16,3,1,10,1
35,16,7,3,0,
35,16,8,3,0,
35,16,9,3,0,
35,16,34,1,40,1
35,16,45,1,1,5
35,16,47,1,7,1
35,16,53,4,0,
35,16,58,4,0,
35,16,59,4,0,
35,16,70,4,0,
35,16,76,4,0,
35,16,85,4,0,
35,16,86,4,0,
35,16,87,4,0,
35,16,91,4,0,
35,16,92,4,0,
35,16,94,4,0,
35,16,104,4,0,
35,16,107,1,25,1
35,16,111,1,13,1
35,16,113,4,0,
35,16,115,4,0,
35,16,118,1,31,1
35,16,126,4,0,
35,16,138,4,0,
35,16,148,4,0,
35,16,156,4,0,
35,16,164,4,0,
35,16,173,3,0,
35,16,182,4,0,
35,16,196,3,0,
35,16,207,4,0,
35,16,213,4,0,
35,16,214,4,0,
35,16,215,3,0,
35,16,216,4,0,
35,16,218,4,0,
35,16,219,4,0,
35,16,227,1,1,6
35,16,231,3,0,
35,16,236,1,43,1
35,16,237,4,0,
35,16,240,4,0,
35,16,241,4,0,
35,16,244,4,0,
35,16,247,4,0,
35,16,249,4,0,
35,16,263,4,0,
35,16,264,3,0,
35,16,266,1,16,1
35,16,270,3,0,
35,16,271,3,0,
35,16,272,3,0,
35,16,277,3,0,
35,16,278,3,0,
35,16,280,4,0,
35,16,282,3,0,
35,16,283,3,0,
35,16,289,3,0,
35,16,290,4,0,
35,16,304,3,0,
35,16,309,1,50,1
35,16,322,1,34,1
35,16,324,3,0,
35,16,340,3,0,
35,16,343,3,0,
35,16,347,4,0,
35,16,351,3,0,
35,16,352,3,0,
35,16,356,1,49,1
35,16,356,3,0,
35,16,358,1,22,1
35,16,361,1,1,2
35,16,361,1,55,1
35,16,374,4,0,
35,16,381,1,37,1
35,16,387,3,0,
35,16,409,3,0,
35,16,428,3,0,
35,16,446,3,0,
35,16,447,4,0,
35,16,451,4,0,
35,16,472,3,0,
35,16,473,4,0,
35,16,495,1,1,1
35,16,495,1,58,1
35,16,495,3,0,
35,16,496,4,0,
35,16,497,4,0,
35,16,500,1,28,1
35,16,510,4,0,
35,16,514,4,0,
35,16,516,1,19,1
35,16,574,1,1,3
35,16,585,1,46,1
35,16,590,4,0,
35,16,605,4,0,
35,16,612,4,0,
35,17,1,1,1,3
35,17,3,1,10,
35,17,34,1,40,
35,17,45,1,1,4
35,17,47,1,7,
35,17,53,4,0,
35,17,58,4,0,
35,17,59,4,0,
35,17,76,4,0,
35,17,85,4,0,
35,17,86,4,0,
35,17,87,4,0,
35,17,92,4,0,
35,17,94,4,0,
35,17,104,4,0,
35,17,107,1,25,
35,17,111,1,13,
35,17,113,4,0,
35,17,115,4,0,
35,17,118,1,31,
35,17,126,4,0,
35,17,138,4,0,
35,17,156,4,0,
35,17,164,4,0,
35,17,182,4,0,
35,17,207,4,0,
35,17,213,4,0,
35,17,214,4,0,
35,17,216,4,0,
35,17,218,4,0,
35,17,219,4,0,
35,17,227,1,1,5
35,17,236,1,43,
35,17,237,4,0,
35,17,240,4,0,
35,17,241,4,0,
35,17,244,4,0,
35,17,247,4,0,
35,17,263,4,0,
35,17,266,1,16,
35,17,280,4,0,
35,17,309,1,50,
35,17,322,1,34,
35,17,347,4,0,
35,17,356,1,49,
35,17,358,1,22,
35,17,361,1,55,
35,17,374,4,0,
35,17,381,1,37,
35,17,447,4,0,
35,17,451,4,0,
35,17,473,4,0,
35,17,495,1,58,
35,17,496,4,0,
35,17,497,4,0,
35,17,500,1,28,
35,17,516,1,19,
35,17,526,4,0,
35,17,574,1,1,2
35,17,585,1,46,
35,17,590,4,0,
35,17,605,4,0,
35,17,671,1,1,1
35,18,1,1,1,3
35,18,3,1,10,
35,18,34,1,40,
35,18,45,1,1,4
35,18,47,1,7,
35,18,53,4,0,
35,18,58,4,0,
35,18,59,4,0,
35,18,76,4,0,
35,18,85,4,0,
35,18,86,4,0,
35,18,87,4,0,
35,18,92,4,0,
35,18,94,4,0,
35,18,104,4,0,
35,18,107,1,25,
35,18,111,1,13,
35,18,113,4,0,
35,18,115,4,0,
35,18,118,1,31,
35,18,126,4,0,
35,18,138,4,0,
35,18,156,4,0,
35,18,164,4,0,
35,18,182,4,0,
35,18,207,4,0,
35,18,213,4,0,
35,18,214,4,0,
35,18,216,4,0,
35,18,218,4,0,
35,18,219,4,0,
35,18,227,1,1,5
35,18,236,1,43,
35,18,237,4,0,
35,18,240,4,0,
35,18,241,4,0,
35,18,244,4,0,
35,18,247,4,0,
35,18,263,4,0,
35,18,266,1,16,
35,18,280,4,0,
35,18,309,1,50,
35,18,322,1,34,
35,18,347,4,0,
35,18,356,1,49,
35,18,358,1,22,
35,18,361,1,55,
35,18,374,4,0,
35,18,381,1,37,
35,18,447,4,0,
35,18,451,4,0,
35,18,473,4,0,
35,18,495,1,58,
35,18,496,4,0,
35,18,497,4,0,
35,18,500,1,28,
35,18,516,1,19,
35,18,526,4,0,
35,18,574,1,1,2
35,18,585,1,46,
35,18,590,4,0,
35,18,605,4,0,
35,18,671,1,1,1
36,1,3,1,1,2
36,1,5,4,0,
36,1,25,4,0,
36,1,34,4,0,
36,1,36,4,0,
36,1,38,4,0,
36,1,47,1,1,1
36,1,55,4,0,
36,1,58,4,0,
36,1,59,4,0,
36,1,61,4,0,
36,1,63,4,0,
36,1,66,4,0,
36,1,68,4,0,
36,1,69,4,0,
36,1,70,4,0,
36,1,76,4,0,
36,1,85,4,0,
36,1,86,4,0,
36,1,87,4,0,
36,1,92,4,0,
36,1,94,4,0,
36,1,99,4,0,
36,1,100,4,0,
36,1,102,4,0,
36,1,104,4,0,
36,1,107,1,1,3
36,1,115,4,0,
36,1,117,4,0,
36,1,118,1,1,4
36,1,118,4,0,
36,1,126,4,0,
36,1,130,4,0,
36,1,148,4,0,
36,1,149,4,0,
36,1,156,4,0,
36,1,161,4,0,
36,1,164,4,0,
36,2,3,1,1,2
36,2,5,4,0,
36,2,25,4,0,
36,2,34,4,0,
36,2,36,4,0,
36,2,38,4,0,
36,2,47,1,1,1
36,2,55,4,0,
36,2,58,4,0,
36,2,59,4,0,
36,2,61,4,0,
36,2,63,4,0,
36,2,66,4,0,
36,2,68,4,0,
36,2,69,4,0,
36,2,70,4,0,
36,2,76,4,0,
36,2,85,4,0,
36,2,86,4,0,
36,2,87,4,0,
36,2,92,4,0,
36,2,94,4,0,
36,2,99,4,0,
36,2,100,4,0,
36,2,102,4,0,
36,2,104,4,0,
36,2,107,1,1,3
36,2,115,4,0,
36,2,117,4,0,
36,2,118,1,1,4
36,2,118,4,0,
36,2,126,4,0,
36,2,130,4,0,
36,2,148,4,0,
36,2,149,4,0,
36,2,156,4,0,
36,2,161,4,0,
36,2,164,4,0,
36,3,3,1,1,2
36,3,7,4,0,
36,3,8,4,0,
36,3,9,4,0,
36,3,29,4,0,
36,3,47,1,1,1
36,3,59,4,0,
36,3,63,4,0,
36,3,70,4,0,
36,3,76,4,0,
36,3,87,4,0,
36,3,92,4,0,
36,3,94,4,0,
36,3,104,4,0,
36,3,111,4,0,
36,3,118,1,1,3
36,3,126,4,0,
36,3,138,4,0,
36,3,148,4,0,
36,3,156,4,0,
36,3,171,4,0,
36,3,173,4,0,
36,3,174,4,0,
36,3,182,4,0,
36,3,189,4,0,
36,3,192,4,0,
36,3,197,4,0,
36,3,203,4,0,
36,3,205,4,0,
36,3,207,4,0,
36,3,213,4,0,
36,3,214,4,0,
36,3,216,4,0,
36,3,218,4,0,
36,3,223,4,0,
36,3,231,4,0,
36,3,236,1,1,4
36,3,237,4,0,
36,3,240,4,0,
36,3,241,4,0,
36,3,244,4,0,
36,3,247,4,0,
36,4,3,1,1,2
36,4,7,4,0,
36,4,8,4,0,
36,4,9,4,0,
36,4,29,4,0,
36,4,47,1,1,1
36,4,53,3,0,
36,4,58,3,0,
36,4,59,4,0,
36,4,63,4,0,
36,4,70,4,0,
36,4,76,4,0,
36,4,85,3,0,
36,4,87,4,0,
36,4,92,4,0,
36,4,94,4,0,
36,4,104,4,0,
36,4,111,4,0,
36,4,118,1,1,3
36,4,126,4,0,
36,4,138,4,0,
36,4,148,4,0,
36,4,156,4,0,
36,4,171,4,0,
36,4,173,4,0,
36,4,174,4,0,
36,4,182,4,0,
36,4,189,4,0,
36,4,192,4,0,
36,4,197,4,0,
36,4,203,4,0,
36,4,205,4,0,
36,4,207,4,0,
36,4,213,4,0,
36,4,214,4,0,
36,4,216,4,0,
36,4,218,4,0,
36,4,223,4,0,
36,4,231,4,0,
36,4,236,1,1,4
36,4,237,4,0,
36,4,240,4,0,
36,4,241,4,0,
36,4,244,4,0,
36,4,247,4,0,
36,5,3,1,1,2
36,5,47,1,1,1
36,5,53,4,0,
36,5,58,4,0,
36,5,59,4,0,
36,5,63,4,0,
36,5,70,4,0,
36,5,76,4,0,
36,5,85,4,0,
36,5,87,4,0,
36,5,91,4,0,
36,5,92,4,0,
36,5,94,4,0,
36,5,104,4,0,
36,5,107,1,1,3
36,5,113,4,0,
36,5,115,4,0,
36,5,118,1,1,4
36,5,126,4,0,
36,5,148,4,0,
36,5,156,4,0,
36,5,182,4,0,
36,5,213,4,0,
36,5,216,4,0,
36,5,218,4,0,
36,5,219,4,0,
36,5,231,4,0,
36,5,237,4,0,
36,5,240,4,0,
36,5,241,4,0,
36,5,247,4,0,
36,5,263,4,0,
36,5,264,4,0,
36,5,280,4,0,
36,5,289,4,0,
36,5,290,4,0,
36,5,347,4,0,
36,5,351,4,0,
36,5,352,4,0,
36,6,3,1,1,2
36,6,5,3,0,
36,6,7,3,0,
36,6,8,3,0,
36,6,9,3,0,
36,6,25,3,0,
36,6,34,3,0,
36,6,38,3,0,
36,6,47,1,1,1
36,6,53,4,0,
36,6,58,4,0,
36,6,59,4,0,
36,6,63,4,0,
36,6,68,3,0,
36,6,69,3,0,
36,6,70,4,0,
36,6,76,4,0,
36,6,85,4,0,
36,6,86,3,0,
36,6,87,4,0,
36,6,91,4,0,
36,6,92,4,0,
36,6,94,4,0,
36,6,102,3,0,
36,6,104,4,0,
36,6,107,1,1,3
36,6,111,3,0,
36,6,113,4,0,
36,6,115,4,0,
36,6,118,1,1,4
36,6,118,3,0,
36,6,126,4,0,
36,6,135,3,0,
36,6,138,3,0,
36,6,148,4,0,
36,6,156,4,0,
36,6,164,3,0,
36,6,173,3,0,
36,6,182,4,0,
36,6,189,3,0,
36,6,203,3,0,
36,6,205,3,0,
36,6,207,3,0,
36,6,213,4,0,
36,6,214,3,0,
36,6,216,4,0,
36,6,218,4,0,
36,6,219,4,0,
36,6,223,3,0,
36,6,231,4,0,
36,6,237,4,0,
36,6,240,4,0,
36,6,241,4,0,
36,6,244,3,0,
36,6,247,4,0,
36,6,263,4,0,
36,6,264,4,0,
36,6,280,4,0,
36,6,289,4,0,
36,6,290,4,0,
36,6,347,4,0,
36,6,351,4,0,
36,6,352,4,0,
36,7,3,1,1,2
36,7,5,3,0,
36,7,25,3,0,
36,7,34,3,0,
36,7,38,3,0,
36,7,47,1,1,1
36,7,53,4,0,
36,7,58,4,0,
36,7,59,4,0,
36,7,63,4,0,
36,7,68,3,0,
36,7,69,3,0,
36,7,70,4,0,
36,7,76,4,0,
36,7,85,4,0,
36,7,86,3,0,
36,7,87,4,0,
36,7,91,4,0,
36,7,92,4,0,
36,7,94,4,0,
36,7,102,3,0,
36,7,104,4,0,
36,7,107,1,1,3
36,7,113,4,0,
36,7,115,4,0,
36,7,118,1,1,4
36,7,118,3,0,
36,7,126,4,0,
36,7,135,3,0,
36,7,138,3,0,
36,7,148,4,0,
36,7,156,4,0,
36,7,164,3,0,
36,7,182,4,0,
36,7,213,4,0,
36,7,216,4,0,
36,7,218,4,0,
36,7,219,4,0,
36,7,231,4,0,
36,7,237,4,0,
36,7,240,4,0,
36,7,241,4,0,
36,7,247,4,0,
36,7,263,4,0,
36,7,264,4,0,
36,7,280,4,0,
36,7,289,4,0,
36,7,290,4,0,
36,7,347,4,0,
36,7,351,4,0,
36,7,352,4,0,
36,8,3,1,1,2
36,8,47,1,1,1
36,8,53,4,0,
36,8,58,4,0,
36,8,59,4,0,
36,8,63,4,0,
36,8,70,4,0,
36,8,76,4,0,
36,8,85,4,0,
36,8,86,4,0,
36,8,87,4,0,
36,8,91,4,0,
36,8,92,4,0,
36,8,94,4,0,
36,8,104,4,0,
36,8,107,1,1,3
36,8,113,4,0,
36,8,115,4,0,
36,8,118,1,1,4
36,8,126,4,0,
36,8,138,4,0,
36,8,148,4,0,
36,8,156,4,0,
36,8,164,4,0,
36,8,182,4,0,
36,8,203,4,0,
36,8,207,4,0,
36,8,213,4,0,
36,8,214,4,0,
36,8,216,4,0,
36,8,218,4,0,
36,8,219,4,0,
36,8,231,4,0,
36,8,237,4,0,
36,8,240,4,0,
36,8,241,4,0,
36,8,244,4,0,
36,8,247,4,0,
36,8,249,4,0,
36,8,263,4,0,
36,8,264,4,0,
36,8,278,4,0,
36,8,280,4,0,
36,8,289,4,0,
36,8,290,4,0,
36,8,347,4,0,
36,8,351,4,0,
36,8,352,4,0,
36,8,363,4,0,
36,8,374,4,0,
36,8,409,4,0,
36,8,411,4,0,
36,8,416,4,0,
36,8,445,4,0,
36,8,446,4,0,
36,8,447,4,0,
36,8,451,4,0,
36,9,3,1,1,2
36,9,7,3,0,
36,9,8,3,0,
36,9,9,3,0,
36,9,47,1,1,1
36,9,53,4,0,
36,9,58,4,0,
36,9,59,4,0,
36,9,63,4,0,
36,9,70,4,0,
36,9,76,4,0,
36,9,85,4,0,
36,9,86,4,0,
36,9,87,4,0,
36,9,91,4,0,
36,9,92,4,0,
36,9,94,4,0,
36,9,104,4,0,
36,9,107,1,1,3
36,9,113,4,0,
36,9,115,4,0,
36,9,118,1,1,4
36,9,126,4,0,
36,9,138,4,0,
36,9,148,4,0,
36,9,156,4,0,
36,9,164,4,0,
36,9,173,3,0,
36,9,182,4,0,
36,9,189,3,0,
36,9,196,3,0,
36,9,203,4,0,
36,9,205,3,0,
36,9,207,4,0,
36,9,213,4,0,
36,9,214,4,0,
36,9,216,4,0,
36,9,218,4,0,
36,9,219,4,0,
36,9,231,4,0,
36,9,237,4,0,
36,9,240,4,0,
36,9,241,4,0,
36,9,244,4,0,
36,9,247,4,0,
36,9,249,4,0,
36,9,263,4,0,
36,9,264,4,0,
36,9,270,3,0,
36,9,271,3,0,
36,9,278,4,0,
36,9,280,4,0,
36,9,282,3,0,
36,9,283,3,0,
36,9,289,4,0,
36,9,290,4,0,
36,9,324,3,0,
36,9,340,3,0,
36,9,347,4,0,
36,9,351,4,0,
36,9,352,4,0,
36,9,363,4,0,
36,9,374,4,0,
36,9,387,3,0,
36,9,409,4,0,
36,9,411,4,0,
36,9,416,4,0,
36,9,428,3,0,
36,9,445,4,0,
36,9,446,4,0,
36,9,447,4,0,
36,9,451,4,0,
36,10,3,1,1,2
36,10,7,3,0,
36,10,8,3,0,
36,10,9,3,0,
36,10,29,3,0,
36,10,47,1,1,1
36,10,53,4,0,
36,10,58,4,0,
36,10,59,4,0,
36,10,63,4,0,
36,10,70,4,0,
36,10,76,4,0,
36,10,85,4,0,
36,10,86,4,0,
36,10,87,4,0,
36,10,91,4,0,
36,10,92,4,0,
36,10,94,4,0,
36,10,104,4,0,
36,10,107,1,1,3
36,10,113,4,0,
36,10,115,4,0,
36,10,118,1,1,4
36,10,126,4,0,
36,10,138,4,0,
36,10,148,4,0,
36,10,156,4,0,
36,10,164,4,0,
36,10,173,3,0,
36,10,182,4,0,
36,10,189,3,0,
36,10,196,3,0,
36,10,203,4,0,
36,10,205,3,0,
36,10,207,4,0,
36,10,213,4,0,
36,10,214,4,0,
36,10,215,3,0,
36,10,216,4,0,
36,10,218,4,0,
36,10,219,4,0,
36,10,231,4,0,
36,10,237,4,0,
36,10,240,4,0,
36,10,241,4,0,
36,10,244,4,0,
36,10,247,4,0,
36,10,249,4,0,
36,10,263,4,0,
36,10,264,4,0,
36,10,270,3,0,
36,10,271,3,0,
36,10,272,3,0,
36,10,277,3,0,
36,10,278,4,0,
36,10,280,4,0,
36,10,282,3,0,
36,10,283,3,0,
36,10,289,4,0,
36,10,290,4,0,
36,10,324,3,0,
36,10,340,3,0,
36,10,347,4,0,
36,10,351,4,0,
36,10,352,4,0,
36,10,356,3,0,
36,10,363,4,0,
36,10,374,4,0,
36,10,387,3,0,
36,10,409,4,0,
36,10,411,4,0,
36,10,416,4,0,
36,10,428,3,0,
36,10,445,4,0,
36,10,446,4,0,
36,10,447,4,0,
36,10,451,4,0,
36,11,3,1,1,2
36,11,47,1,1,1
36,11,53,4,0,
36,11,58,4,0,
36,11,59,4,0,
36,11,63,4,0,
36,11,70,4,0,
36,11,76,4,0,
36,11,85,4,0,
36,11,86,4,0,
36,11,87,4,0,
36,11,91,4,0,
36,11,92,4,0,
36,11,94,4,0,
36,11,104,4,0,
36,11,107,1,1,3
36,11,113,4,0,
36,11,115,4,0,
36,11,118,1,1,4
36,11,126,4,0,
36,11,138,4,0,
36,11,148,4,0,
36,11,156,4,0,
36,11,164,4,0,
36,11,182,4,0,
36,11,207,4,0,
36,11,213,4,0,
36,11,216,4,0,
36,11,218,4,0,
36,11,219,4,0,
36,11,237,4,0,
36,11,240,4,0,
36,11,241,4,0,
36,11,244,4,0,
36,11,247,4,0,
36,11,249,4,0,
36,11,263,4,0,
36,11,280,4,0,
36,11,347,4,0,
36,11,374,4,0,
36,11,411,4,0,
36,11,416,4,0,
36,11,447,4,0,
36,11,451,4,0,
36,11,473,4,0,
36,11,477,4,0,
36,11,496,4,0,
36,11,497,4,0,
36,11,510,4,0,
36,11,514,4,0,
36,11,526,4,0,
36,12,3,1,1,2
36,12,47,1,1,1
36,12,53,4,0,
36,12,58,4,0,
36,12,59,4,0,
36,12,63,4,0,
36,12,70,4,0,
36,12,76,4,0,
36,12,85,4,0,
36,12,87,4,0,
36,12,91,4,0,
36,12,92,4,0,
36,12,94,4,0,
36,12,104,4,0,
36,12,107,1,1,3
36,12,113,4,0,
36,12,115,4,0,
36,12,118,1,1,4
36,12,126,4,0,
36,12,148,4,0,
36,12,156,4,0,
36,12,182,4,0,
36,12,213,4,0,
36,12,216,4,0,
36,12,218,4,0,
36,12,219,4,0,
36,12,231,4,0,
36,12,237,4,0,
36,12,240,4,0,
36,12,241,4,0,
36,12,247,4,0,
36,12,263,4,0,
36,12,264,4,0,
36,12,280,4,0,
36,12,289,4,0,
36,12,290,4,0,
36,12,347,4,0,
36,12,351,4,0,
36,12,352,4,0,
36,13,3,1,1,2
36,13,34,3,0,
36,13,38,3,0,
36,13,47,1,1,1
36,13,53,4,0,
36,13,58,4,0,
36,13,59,4,0,
36,13,63,4,0,
36,13,69,3,0,
36,13,70,4,0,
36,13,76,4,0,
36,13,85,4,0,
36,13,86,3,0,
36,13,87,4,0,
36,13,91,4,0,
36,13,92,4,0,
36,13,94,4,0,
36,13,102,3,0,
36,13,104,4,0,
36,13,107,1,1,3
36,13,113,4,0,
36,13,115,4,0,
36,13,118,1,1,4
36,13,126,4,0,
36,13,138,3,0,
36,13,148,4,0,
36,13,156,4,0,
36,13,164,3,0,
36,13,171,3,0,
36,13,182,4,0,
36,13,207,3,0,
36,13,213,4,0,
36,13,216,4,0,
36,13,218,4,0,
36,13,219,4,0,
36,13,231,4,0,
36,13,237,4,0,
36,13,240,4,0,
36,13,241,4,0,
36,13,247,4,0,
36,13,263,4,0,
36,13,264,4,0,
36,13,280,4,0,
36,13,289,4,0,
36,13,290,4,0,
36,13,347,4,0,
36,13,351,4,0,
36,13,352,4,0,
36,14,3,1,1,2
36,14,7,3,0,
36,14,8,3,0,
36,14,9,3,0,
36,14,47,1,1,1
36,14,53,4,0,
36,14,58,4,0,
36,14,59,4,0,
36,14,63,4,0,
36,14,70,4,0,
36,14,76,4,0,
36,14,85,4,0,
36,14,86,4,0,
36,14,87,4,0,
36,14,91,4,0,
36,14,92,4,0,
36,14,94,4,0,
36,14,104,4,0,
36,14,107,1,1,3
36,14,113,4,0,
36,14,115,4,0,
36,14,118,1,1,4
36,14,126,4,0,
36,14,138,4,0,
36,14,148,4,0,
36,14,156,4,0,
36,14,164,4,0,
36,14,173,3,0,
36,14,182,4,0,
36,14,196,3,0,
36,14,207,4,0,
36,14,213,4,0,
36,14,214,3,0,
36,14,215,3,0,
36,14,216,4,0,
36,14,218,4,0,
36,14,219,4,0,
36,14,231,3,0,
36,14,237,4,0,
36,14,240,4,0,
36,14,241,4,0,
36,14,244,4,0,
36,14,247,4,0,
36,14,249,4,0,
36,14,263,4,0,
36,14,270,3,0,
36,14,271,3,0,
36,14,272,3,0,
36,14,277,3,0,
36,14,278,3,0,
36,14,280,4,0,
36,14,282,3,0,
36,14,283,3,0,
36,14,289,3,0,
36,14,304,3,0,
36,14,324,3,0,
